wrong_zipcode,Issue Repo,Latitude,Longitude,correct_zipcode
78751,Crash Urgent,30.333869,-97.689618,78752
78701,Traffic Hazard,30.219201,-97.755821,78704
78728,Traffic Hazard,30.409193,-97.711855,78758
78712,Crash Service,30.270054,-97.73315,78701
78756,Crash Urgent,30.347939,-97.798069,78746
78701,Crash Urgent,30.24796,-97.771638,78704
78752,Traffic Hazard,30.380239,-97.683433,78753
78645,COLLISION WITH INJURY,30.577595,-97.960033,78641
78701,zSTALLED VEHICLE,30.248098,-97.713864,78741
78757,Crash Service,30.364504,-97.717624,78758
78701,Crash Service,30.264218,-97.785725,78746
78712,Traffic Hazard,30.264041,-97.708178,78702
78712,Traffic Hazard,30.299048,-97.716626,78722
78712,Crash Urgent,30.258862,-97.726164,78702
78712,Crash Service,30.261798,-97.738788,78701
78733,TRFC HAZD/ DEBRIS,30.369743,-97.929143,78734
78742,Traffic Hazard,30.206628,-97.645855,78617
78751,zSTALLED VEHICLE,30.34234,-97.697667,78753
78752,Traffic Hazard,30.377125,-97.676482,78753
78701,Crash Urgent,30.236296,-97.792383,78704
78712,Traffic Hazard,30.264367,-97.748001,78701
78712,Traffic Hazard,30.267119,-97.743171,78701
78756,Traffic Hazard,30.362395,-97.74395,78757
78729,Crash Urgent,30.430901,-97.725922,78727
78729,Traffic Hazard,30.432878,-97.729263,78727
78701,Traffic Hazard,30.226877,-97.769234,78704
78701,Crash Urgent,30.256628,-97.711108,78702
78728,Crash Urgent,30.413576,-97.673093,78753
78728,Crash Urgent,30.417881,-97.672423,78753
78751,zSTALLED VEHICLE,30.329892,-97.689662,78752
78726,Crash Urgent,30.403691,-97.854068,78726
78730,COLLISION,30.394772,-97.866917,78732
78741,Crash Urgent,30.216194,-97.741897,78744
78728,Crash Urgent,30.399186,-97.673816,78753
78742,COLLISION,30.161274,-97.635032,78617
78748,Crash Urgent,30.190005,-97.83046,78745
78712,Crash Service,30.290055,-97.78191,78703
78712,Crash Service,30.259885,-97.732607,78702
78729,Traffic Hazard,30.44114,-97.749638,78729
78751,zSTALLED VEHICLE,30.332579,-97.703705,78752
78729,Crash Urgent,30.437194,-97.736062,78727
78741,Traffic Hazard,30.184686,-97.768648,78744
78751,zSTALLED VEHICLE,30.322705,-97.706085,78752
78712,Crash Urgent,30.236704,-97.748804,78704
78751,Crash Service,30.343831,-97.702239,78753
78757,Crash Urgent,30.38832,-97.75987,78759
78703,COLLISION,30.297837,-97.827827,78746
78701,zSTALLED VEHICLE,30.238795,-97.753554,78704
78748,Crash Service,30.172456,-97.799554,78748
78712,Crash Service,30.267986,-97.745475,78701
78748,Traffic Hazard,30.157503,-97.789878,78747
78712,Crash Urgent,30.26494,-97.738939,78701
78701,COLLISN/ LVNG SCN,30.275106,-97.801306,78746
78712,Traffic Hazard,30.253341,-97.725784,78702
78721,COLLISION WITH INJURY,30.283523,-97.632933,78724
78748,LOOSE LIVESTOCK,30.121049,-97.715195,78747
78701,Crash Service,30.24176,-97.757738,78704
78748,COLLISION WITH INJURY,30.100403,-97.756262,78610
78712,Crash Service,30.263739,-97.72738,78702
78712,Crash Urgent,30.281746,-97.741929,78701
78748,Crash Urgent,30.121402,-97.803553,78652
78741,Traffic Hazard,30.172454,-97.722054,78744
78712,Crash Service,30.292815,-97.741504,78705
78712,Crash Service,30.272056,-97.697457,78721
78729,Crash Service,30.442779,-97.741904,78727
78751,zSTALLED VEHICLE,30.32407,-97.67843,78752
78701,Crash Urgent,30.242517,-97.717244,78741
78701,Crash Urgent,30.231656,-97.736004,78741
78748,COLLISION WITH INJURY,30.092473,-97.732974,78610
78701,Crash Urgent,30.230916,-97.733695,78741
78742,LOOSE LIVESTOCK,30.262679,-97.621263,78724
78712,Traffic Hazard,30.30344,-97.714115,78722
78712,Crash Service,30.2609,-97.735822,78702
78751,zSTALLED VEHICLE,30.327059,-97.705501,78752
78751,zSTALLED VEHICLE,30.331244,-97.704726,78752
78712,Crash Urgent,30.289233,-97.761418,78703
78712,zSTALLED VEHICLE,30.275005,-97.712098,78702
78721,Traffic Hazard,30.285547,-97.664791,78725
78712,Crash Urgent,30.234442,-97.74127,78704
78739,COLLISION WITH INJURY,30.223972,-97.952893,78736
78742,COLLISION,30.251457,-97.595643,78725
78701,Traffic Hazard,30.248413,-97.769947,78704
78741,Crash Urgent,30.22703,-97.707935,78741
78701,Traffic Hazard,30.225624,-97.785953,78745
78741,Crash Service,30.206349,-97.728055,78744
78712,Crash Service,30.255229,-97.719374,78702
78728,TRFC HAZD/ DEBRIS,30.438998,-97.671992,78728
78756,Traffic Hazard,30.325943,-97.726336,78751
78712,Crash Service,30.268799,-97.741845,78701
78752,COLLISION,30.352703,-97.593209,78653
78712,Crash Urgent,30.285667,-97.710202,78722
78712,Crash Urgent,30.285667,-97.710202,78722
78712,Crash Service,30.266918,-97.735027,78701
78742,COLLISION,30.275438,-97.60023,78724
78742,TRFC HAZD/ DEBRIS,30.137044,-97.583003,78617
78728,TRFC HAZD/ DEBRIS,30.428809,-97.647863,78660
78748,Crash Urgent,30.153259,-97.791367,78747
78701,Crash Urgent,30.24741,-97.803668,78746
78752,zSTALLED VEHICLE,30.328572,-97.654986,78724
78751,Traffic Hazard,30.338084,-97.701485,78752
78747,TRFC HAZD/ DEBRIS,30.115982,-97.695173,78719
78701,Crash Urgent,30.24741,-97.803668,78746
78721,Crash Service,30.293479,-97.63023,78724
78754,COLLISION,30.349551,-97.526317,78653
78728,COLLISION,30.440208,-97.669623,78728
78751,Crash Service,30.30351,-97.661005,78723
78756,Traffic Hazard,30.320568,-97.753479,78731
78728,TRFC HAZD/ DEBRIS,30.422715,-97.636466,78660
78757,Crash Urgent,30.37159,-97.722082,78758
78748,Crash Urgent,30.109604,-97.808477,78747
78712,Crash Service,30.283797,-97.741906,78705
78741,Crash Urgent,30.185957,-97.759171,78744
78751,Crash Service,30.315813,-97.701535,78723
78752,Crash Urgent,30.36736,-97.694587,78753
78749,Crash Urgent,30.214557,-97.875884,78749
78754,COLLISION,30.349126,-97.546501,78653
78748,COLLISION,30.152924,-97.769415,78747
78712,Crash Service,30.253774,-97.736228,78702
78728,Traffic Hazard,30.394004,-97.671693,78753
78701,Crash Service,30.260615,-97.711611,78702
78712,Crash Urgent,30.26426,-97.74422,78701
78728,Crash Urgent,30.410109,-97.701347,78758
78741,Crash Service,30.183387,-97.77577,78745
78749,Traffic Hazard,30.213794,-97.830349,78745
78726,COLLISION WITH INJURY,30.469275,-97.845133,78613
78752,Crash Service,30.387898,-97.649909,78753
78747,LOOSE LIVESTOCK,30.056187,-97.690185,78610
78712,Crash Urgent,30.267702,-97.74295,78701
78729,Crash Urgent,30.431805,-97.764859,78759
78728,TRFC HAZD/ DEBRIS,30.455985,-97.666964,78728
78729,Crash Urgent,30.419563,-97.747138,78759
78741,Crash Urgent,30.197027,-97.777123,78745
78712,Traffic Hazard,30.288345,-97.762015,78703
78745,TRFC HAZD/ DEBRIS,30.232713,-97.81921,78749
78749,Traffic Hazard,30.183523,-97.849809,78748
78751,Crash Service,30.316426,-97.707242,78723
78756,Traffic Hazard,30.323064,-97.728177,78751
78756,Traffic Hazard,30.352854,-97.748631,78731
78712,Traffic Hazard,30.278983,-97.687021,78721
78701,Crash Urgent,30.216459,-97.720249,78741
78701,Crash Service,30.245078,-97.802384,78746
78756,Traffic Hazard,30.320861,-97.772801,78731
78751,Traffic Hazard,30.344238,-97.70597,78752
78742,COLLISION,30.246287,-97.593309,78725
78728,Crash Urgent,30.403591,-97.638453,78754
78730,LOOSE LIVESTOCK,30.381974,-97.933868,78734
78745,Traffic Hazard,30.235351,-97.824743,78749
78712,Crash Urgent,30.265143,-97.736503,78701
78712,Crash Urgent,30.260873,-97.758521,78704
78712,Traffic Hazard,30.270761,-97.74518,78701
78728,COLLISION,30.456677,-97.665745,78660
78701,Traffic Hazard,30.236228,-97.794747,78704
78728,COLLISION,30.473871,-97.563744,78660
78757,Traffic Hazard,30.373062,-97.740188,78759
78748,zSTALLED VEHICLE,30.137075,-97.797708,78748
78741,Crash Service,30.200385,-97.762,78744
78745,COLLISION,30.229499,-97.820312,78745
78728,Crash Urgent,30.408477,-97.680371,78758
78745,COLLISION,30.229499,-97.820312,78745
78712,Crash Service,30.278347,-97.690959,78721
78751,Crash Service,30.328828,-97.715845,78752
78712,Crash Urgent,30.288762,-97.741461,78705
78712,Crash Urgent,30.26492,-97.735384,78701
78712,Crash Urgent,30.264659,-97.737956,78701
78745,TRFC HAZD/ DEBRIS,30.232638,-97.818416,78745
78701,Crash Urgent,30.22664,-97.757186,78704
78701,Traffic Hazard,30.225518,-97.745923,78741
78756,Crash Service,30.358347,-97.75036,78731
78712,Traffic Hazard,30.26984,-97.754751,78703
78701,Crash Service,30.23735,-97.790924,78704
78745,COLLISN/ LVNG SCN,30.227012,-97.824907,78749
78712,Crash Service,30.235477,-97.724252,78741
78712,Crash Urgent,30.266823,-97.734666,78701
78701,Crash Urgent,30.242517,-97.717244,78741
78721,COLLISION,30.287542,-97.622995,78724
78749,Traffic Hazard,30.185756,-97.848457,78749
78742,TRFC HAZD/ DEBRIS,30.253172,-97.532356,78653
78745,Traffic Hazard,30.234087,-97.824535,78749
78752,Crash Service,30.374119,-97.669876,78753
78752,Crash Urgent,30.365199,-97.683252,78753
78752,TRFC HAZD/ DEBRIS,30.351914,-97.591719,78653
78754,TRFC HAZD/ DEBRIS,30.390484,-97.578354,78653
78712,Traffic Hazard,30.260344,-97.755705,78704
78752,Crash Urgent,30.365199,-97.683252,78753
78729,Crash Urgent,30.441895,-97.747667,78729
78757,Crash Urgent,30.373281,-97.709168,78758
78749,TRFC HAZD/ DEBRIS,30.234496,-97.9111,78737
78701,Traffic Hazard,30.204219,-97.759576,78745
78729,Crash Service,30.461662,-97.794779,78750
78748,Crash Service,30.161448,-97.744157,78747
78741,Crash Urgent,30.21978,-97.692663,78741
78751,Crash Urgent,30.31234,-97.708447,78723
78728,Crash Urgent,30.408393,-97.675222,78753
78752,Crash Service,30.346262,-97.619422,78754
78742,COLLISION WITH INJURY,30.256997,-97.611818,78725
78752,Crash Urgent,30.371975,-97.698641,78758
78712,Traffic Hazard,30.257122,-97.736504,78702
78712,Traffic Hazard,30.260873,-97.758521,78704
78728,COLLISION WITH INJURY,30.435936,-97.68293,78728
78712,Crash Urgent,30.258024,-97.746547,78704
78712,Crash Urgent,30.263668,-97.7382,78701
78712,Crash Urgent,30.257144,-97.746875,78704
78748,Crash Urgent,30.162182,-97.789085,78748
78712,Traffic Hazard,30.266876,-97.745871,78701
78730,zSTALLED VEHICLE,30.379653,-97.807384,78730
78748,Traffic Hazard,30.160294,-97.789771,78748
78712,Crash Urgent,30.265085,-97.732544,78702
78712,Crash Urgent,30.270054,-97.73315,78701
78733,COLLISION,30.309746,-97.908359,78733
78712,Crash Urgent,30.25679,-97.73721,78701
78742,COLLISION,30.19671,-97.646376,78617
78712,Traffic Hazard,30.263175,-97.743769,78701
78712,Crash Urgent,30.255101,-97.738995,78701
78754,COLLISION,30.388598,-97.553072,78653
78729,Crash Service,30.469128,-97.793288,78729
78742,Crash Urgent,30.195686,-97.645059,78617
78757,Traffic Hazard,30.381096,-97.701663,78758
78754,TRFC HAZD/ DEBRIS,30.326298,-97.545352,78653
78754,COLLISION WITH INJURY,30.387442,-97.553442,78653
78712,Crash Urgent,30.255989,-97.737098,78701
78730,zSTALLED VEHICLE,30.379653,-97.807384,78730
78741,Crash Urgent,30.191989,-97.698371,78744
78728,Crash Urgent,30.398737,-97.664726,78753
78751,Crash Service,30.346702,-97.69494,78753
78701,Crash Urgent,30.231499,-97.742623,78704
78742,Traffic Hazard,30.223076,-97.680371,78742
78741,Traffic Hazard,30.190411,-97.749661,78744
78701,Traffic Hazard,30.217159,-97.748561,78741
78742,COLLISION,30.198178,-97.642195,78617
78745,Crash Service,30.196384,-97.786128,78745
78712,Crash Urgent,30.303559,-97.712645,78722
78712,Traffic Hazard,30.275733,-97.765923,78703
78728,Crash Urgent,30.402284,-97.657357,78753
78712,Crash Service,30.264831,-97.731798,78702
78712,Crash Urgent,30.26123,-97.736767,78701
78741,Crash Service,30.191989,-97.698371,78744
78752,TRFC HAZD/ DEBRIS,30.337705,-97.621369,78754
78712,Crash Service,30.270965,-97.742131,78701
78712,Traffic Hazard,30.274344,-97.762931,78703
78741,Crash Service,30.200071,-97.683983,78744
78751,Traffic Hazard,30.330291,-97.705467,78752
78752,Crash Urgent,30.381932,-97.686374,78753
78752,Traffic Hazard,30.336354,-97.620267,78754
78721,Traffic Hazard,30.279937,-97.645551,78725
78752,Crash Urgent,30.351291,-97.676903,78753
78751,COLLISION,30.318008,-97.661804,78724
78741,zSTALLED VEHICLE,30.184113,-97.754884,78744
78752,Traffic Hazard,30.36314,-97.697022,78758
78728,COLLISION WITH INJURY,30.453134,-97.724225,78729
78751,Traffic Hazard,30.329149,-97.659458,78754
78712,Crash Urgent,30.260242,-97.733612,78702
78751,Crash Urgent,30.3349,-97.708475,78752
78728,COLLISION WITH INJURY,30.428353,-97.675665,78728
78754,COLLISION WITH INJURY,30.377389,-97.582706,78653
78756,zSTALLED VEHICLE,30.342349,-97.715958,78752
78712,Traffic Hazard,30.248945,-97.768396,78704
78756,Traffic Hazard,30.364431,-97.749842,78731
78712,Crash Service,30.276092,-97.718353,78702
78741,zSTALLED VEHICLE,30.198688,-97.764488,78745
78701,Crash Urgent,30.266289,-97.782943,78746
78701,Crash Service,30.246924,-97.777183,78704
78712,Traffic Hazard,30.27484,-97.744136,78701
78748,Traffic Hazard,30.16378,-97.830484,78748
78749,Crash Service,30.216926,-97.845883,78749
78751,Traffic Hazard,30.347603,-97.694928,78753
78742,LOOSE LIVESTOCK,30.299499,-97.572309,78724
78742,LOOSE LIVESTOCK,30.266667,-97.625281,78724
78752,Crash Urgent,30.356093,-97.61694,78754
78756,Traffic Hazard,30.346923,-97.7116,78752
78734,TRFC HAZD/ DEBRIS,30.411748,-98.11241,78669
78757,Crash Urgent,30.361262,-97.740757,78757
78728,TRFC HAZD/ DEBRIS,30.448716,-97.661714,78660
78712,Traffic Hazard,30.266741,-97.738106,78701
78741,Traffic Hazard,30.189318,-97.771446,78745
78745,Crash Urgent,30.180311,-97.777513,78745
78712,Traffic Hazard,30.267324,-97.74015,78701
78741,Crash Service,30.198068,-97.76377,78744
78748,COLLISION WITH INJURY,30.079866,-97.754877,78610
78752,Crash Urgent,30.372482,-97.691707,78753
78751,zSTALLED VEHICLE,30.32295,-97.721988,78751
78728,Crash Service,30.430202,-97.670056,78660
78729,Crash Service,30.448358,-97.790887,78750
78752,Crash Urgent,30.364726,-97.696078,78753
78757,Traffic Hazard,30.38062,-97.715934,78758
78712,Traffic Hazard,30.269235,-97.739695,78701
78741,Traffic Hazard,30.208448,-97.781513,78745
78733,TRFC HAZD/ DEBRIS,30.316377,-97.877286,78733
78712,Traffic Hazard,30.248924,-97.749937,78704
78712,Traffic Hazard,30.290177,-97.714596,78722
78712,Traffic Hazard,30.267625,-97.741238,78701
78757,Crash Service,30.38177,-97.718425,78758
78741,LOOSE LIVESTOCK,30.14978,-97.696913,78719
78728,TRFC HAZD/ DEBRIS,30.455985,-97.666964,78728
78712,Crash Service,30.26679,-97.745575,78701
78712,Traffic Hazard,30.274208,-97.749939,78701
78752,Crash Urgent,30.377686,-97.688756,78753
78726,Crash Urgent,30.406595,-97.852479,78726
78712,Crash Urgent,30.299003,-97.73039,78705
78757,Traffic Hazard,30.38062,-97.715934,78758
78712,Crash Service,30.274778,-97.731773,78701
78712,Crash Urgent,30.248077,-97.735451,78704
78712,Traffic Hazard,30.267184,-97.746962,78701
78751,Crash Urgent,30.319908,-97.712534,78751
78741,Traffic Hazard,30.207739,-97.78014,78745
78712,Crash Service,30.274569,-97.76198,78703
78712,Traffic Hazard,30.269434,-97.747754,78701
78752,TRFC HAZD/ DEBRIS,30.333471,-97.652857,78754
78747,COLLISION,30.030301,-97.675585,78644
78701,Traffic Hazard,30.232509,-97.800645,78735
78726,TRFC HAZD/ DEBRIS,30.527769,-97.928738,78641
78701,Traffic Hazard,30.232255,-97.800596,78745
78712,Traffic Hazard,30.261739,-97.738635,78701
78734,COLLISION,30.391532,-98.047374,78669
78752,Traffic Hazard,30.376555,-97.700196,78758
78728,Crash Service,30.411513,-97.691254,78758
78721,LOOSE LIVESTOCK,30.308173,-97.570143,78653
78712,Crash Urgent,30.268074,-97.742845,78701
78741,Crash Urgent,30.208972,-97.772723,78745
78741,Crash Urgent,30.208863,-97.772791,78745
78724,COLLISION WITH INJURY,30.269493,-97.468401,78621
78701,Traffic Hazard,30.232544,-97.800652,78735
78747,TRFC HAZD/ DEBRIS,30.117217,-97.659486,78719
78742,Traffic Hazard,30.173091,-97.609046,78617
78712,zSTALLED VEHICLE,30.268296,-97.740037,78701
78728,COLLISION,30.467408,-97.669746,78660
78757,Crash Urgent,30.390857,-97.714011,78758
78712,Traffic Hazard,30.310843,-97.732976,78751
78712,Crash Urgent,30.279736,-97.742287,78701
78645,COLLISION WITH INJURY,30.583532,-97.983792,78641
78751,Crash Service,30.33038,-97.695432,78752
78757,Crash Urgent,30.369665,-97.74264,78759
78757,Crash Urgent,30.387728,-97.735048,78759
78757,Crash Urgent,30.378851,-97.739887,78759
78712,Crash Service,30.260624,-97.736986,78701
78752,TRFC HAZD/ DEBRIS,30.328169,-97.655258,78724
78701,zSTALLED VEHICLE,30.255271,-97.70715,78702
78712,Traffic Hazard,30.251116,-97.749105,78704
78754,COLLISION WITH INJURY,30.400974,-97.545439,78653
78752,Traffic Hazard,30.328169,-97.655258,78724
78729,Crash Urgent,30.471723,-97.785078,78729
78756,Crash Urgent,30.339406,-97.717842,78757
78662,COLLISION,30.104911,-97.29332,78602
78701,Crash Urgent,30.218932,-97.7742,78745
78752,TRFC HAZD/ DEBRIS,30.352105,-97.647149,78754
78712,Crash Service,30.26119,-97.715358,78702
78726,COLLISN/ LVNG SCN,30.484778,-97.916592,78641
78756,Crash Urgent,30.339877,-97.714497,78752
78701,Crash Urgent,30.212021,-97.759262,78745
78741,Crash Urgent,30.192818,-97.768756,78745
78752,TRFC HAZD/ DEBRIS,30.352105,-97.647149,78754
78742,COLLISION,30.195671,-97.645139,78617
78742,Crash Urgent,30.195658,-97.645152,78617
78721,Crash Urgent,30.283249,-97.654464,78725
78741,Traffic Hazard,30.192255,-97.775927,78745
78748,Crash Urgent,30.117388,-97.805404,78652
78756,Traffic Hazard,30.339955,-97.759786,78731
78664,TRFC HAZD/ DEBRIS,30.43975,-97.479327,78615
78729,Traffic Hazard,30.437751,-97.776316,78729
78741,zSTALLED VEHICLE,30.202526,-97.771242,78745
78701,Crash Urgent,30.212021,-97.759262,78745
78742,Crash Urgent,30.1933,-97.647332,78617
78757,Traffic Hazard,30.368068,-97.74187,78759
78701,Crash Urgent,30.233119,-97.765313,78704
78751,Crash Urgent,30.325633,-97.673135,78754
78751,Traffic Hazard,30.327544,-97.666343,78724
78754,TRFC HAZD/ DEBRIS,30.34583,-97.572318,78653
78741,Traffic Hazard,30.232341,-97.698813,78741
78712,Traffic Hazard,30.312069,-97.71534,78751
78728,TRFC HAZD/ DEBRIS,30.433752,-97.685756,78728
78749,Traffic Hazard,30.200732,-97.879299,78739
78751,Traffic Hazard,30.316076,-97.663052,78724
78734,COLLISN/ LVNG SCN,30.428548,-97.976312,78645
78741,Traffic Hazard,30.219745,-97.68804,78741
78712,Crash Service,30.237396,-97.726081,78741
78722,Crash Urgent,30.285862,-97.682628,78721
78745,Crash Urgent,30.237175,-97.824581,78735
78729,Crash Urgent,30.450387,-97.785266,78729
78712,Crash Urgent,30.265974,-97.753465,78701
78757,Crash Urgent,30.391739,-97.721575,78758
78712,Traffic Hazard,30.278577,-97.771948,78703
78741,Traffic Hazard,30.189083,-97.767916,78744
78748,Traffic Hazard,30.172456,-97.799554,78748
78733,COLLISN/ LVNG SCN,30.341861,-97.985694,78738
78748,Traffic Hazard,30.172456,-97.799554,78748
78741,Traffic Hazard,30.189208,-97.767899,78744
78701,Crash Service,30.241461,-97.758228,78704
78741,zSTALLED VEHICLE,30.212501,-97.708791,78741
78739,COLLISION,30.21891,-97.960736,78737
78748,TRFC HAZD/ DEBRIS,30.13498,-97.823841,78652
78748,Traffic Hazard,30.172456,-97.799554,78748
78728,Crash Service,30.414295,-97.706147,78758
78754,TRFC HAZD/ DEBRIS,30.373248,-97.492679,78653
78756,Crash Urgent,30.351053,-97.708802,78753
78756,Crash Urgent,30.352111,-97.707269,78753
78741,Traffic Hazard,30.227712,-97.709183,78741
78751,Traffic Hazard,30.311182,-97.707346,78723
78751,Crash Urgent,30.319951,-97.688937,78723
78712,Traffic Hazard,30.283598,-97.727151,78705
78712,Traffic Hazard,30.307492,-97.749254,78731
78712,Traffic Hazard,30.283048,-97.727256,78705
78728,TRFC HAZD/ DEBRIS,30.424166,-97.6379,78660
78751,Crash Urgent,30.337244,-97.683377,78753
78726,COLLISION/PRIVATE PROPERTY,30.432286,-97.885968,78641
78703,TRFC HAZD/ DEBRIS,30.296017,-97.828721,78746
78748,Traffic Hazard,30.172456,-97.799554,78748
78729,Traffic Hazard,30.471592,-97.786278,78717
78712,Crash Service,30.275017,-97.752278,78703
78701,Crash Urgent,30.246924,-97.777183,78704
78712,Traffic Hazard,30.282572,-97.703945,78721
78742,COLLISION,30.257188,-97.631968,78725
78701,Crash Urgent,30.238429,-97.789697,78704
78701,Crash Urgent,30.234508,-97.795776,78704
78712,Traffic Hazard,30.282572,-97.703945,78721
78742,COLLISN/ LVNG SCN,30.240507,-97.585978,78725
78751,Crash Urgent,30.339521,-97.700204,78753
78728,zSTALLED VEHICLE,30.433135,-97.700127,78727
78712,Crash Service,30.233653,-97.740403,78741
78745,Traffic Hazard,30.181598,-97.776323,78744
78701,Crash Urgent,30.246641,-97.777789,78704
78712,Crash Urgent,30.268903,-97.777543,78746
78749,Crash Urgent,30.234776,-97.862386,78749
78749,Crash Service,30.245989,-97.845774,78735
78745,Crash Service,30.219214,-97.802757,78745
78712,Crash Urgent,30.25402,-97.730729,78702
78729,Traffic Hazard,30.452959,-97.791991,78750
78712,Crash Service,30.277896,-97.742994,78701
78734,TRFC HAZD/ DEBRIS,30.329308,-98.020412,78738
78748,Traffic Hazard,30.174006,-97.811856,78748
78741,Crash Urgent,30.198707,-97.764505,78745
78757,zSTALLED VEHICLE,30.389195,-97.734704,78759
78712,Crash Urgent,30.266209,-97.743496,78701
78757,Crash Service,30.393207,-97.742265,78759
78701,Crash Urgent,30.210914,-97.754862,78745
78729,Crash Service,30.426059,-97.753801,78759
78749,Traffic Hazard,30.233961,-97.872502,78735
78712,Crash Service,30.264525,-97.757106,78704
78712,Crash Urgent,30.254081,-97.744123,78704
78741,COLLISION,30.160544,-97.685354,78719
78741,TRFC HAZD/ DEBRIS,30.150815,-97.69676,78719
78712,Traffic Hazard,30.27601,-97.743709,78701
78703,Traffic Hazard,30.251069,-97.806663,78746
78734,COLLISION,30.303156,-98.089653,78620
78745,Crash Urgent,30.178192,-97.769856,78744
78752,Crash Urgent,30.361197,-97.686041,78753
78741,zSTALLED VEHICLE,30.19398,-97.744682,78744
78745,Traffic Hazard,30.240188,-97.816647,78735
78742,Crash Service,30.181936,-97.646081,78617
78741,Crash Urgent,30.196232,-97.766033,78745
78701,Crash Urgent,30.245537,-97.691062,78742
78721,Crash Urgent,30.252797,-97.680185,78721
78712,Crash Service,30.270859,-97.738042,78701
78728,Traffic Hazard,30.423,-97.703503,78727
78757,Crash Urgent,30.400187,-97.718677,78758
78712,Crash Urgent,30.288711,-97.723601,78705
78745,TRFC HAZD/ DEBRIS,30.232638,-97.818416,78745
78729,Crash Service,30.430455,-97.78077,78750
78712,Crash Urgent,30.303624,-97.715981,78751
78729,Traffic Hazard,30.470657,-97.790169,78717
78757,zSTALLED VEHICLE,30.374162,-97.728645,78757
78712,Crash Service,30.265629,-97.734205,78702
78733,TRFC HAZD/ DEBRIS,30.317666,-98.000623,78738
78712,Traffic Hazard,30.265913,-97.731718,78702
78726,TRFC HAZD/ DEBRIS,30.519378,-97.900073,78641
78729,Crash Service,30.428786,-97.751828,78727
78751,Crash Service,30.321409,-97.668433,78723
78712,Traffic Hazard,30.301111,-97.715833,78751
78701,Traffic Hazard,30.236392,-97.79864,78735
78749,Crash Urgent,30.235413,-97.855277,78735
78748,Crash Service,30.173803,-97.826429,78748
78728,Crash Service,30.407932,-97.678162,78753
78752,Crash Urgent,30.385565,-97.673476,78753
78756,Traffic Hazard,30.36209,-97.744415,78759
78712,Crash Urgent,30.270825,-97.737919,78701
78749,Traffic Hazard,30.247473,-97.848799,78735
78712,Crash Urgent,30.2967,-97.768259,78703
78712,Crash Urgent,30.302183,-97.714688,78722
78756,Crash Service,30.339406,-97.717842,78757
78745,COLLISN/ LVNG SCN,30.227012,-97.824907,78749
78756,Traffic Hazard,30.352902,-97.739216,78757
78754,COLLISION,30.296233,-97.525535,78653
78701,zSTALLED VEHICLE,30.221994,-97.762606,78745
78729,Crash Service,30.41293,-97.730581,78759
78749,Traffic Hazard,30.221631,-97.835687,78749
78745,Traffic Hazard,30.20309,-97.807611,78745
78712,zSTALLED VEHICLE,30.271128,-97.735303,78701
78712,Crash Service,30.295638,-97.723412,78705
78752,Traffic Hazard,30.369089,-97.651779,78754
78754,LOOSE LIVESTOCK,30.3008,-97.528356,78653
78712,Crash Urgent,30.258915,-97.772765,78704
78728,Traffic Hazard,30.399162,-97.673044,78753
78752,Crash Service,30.372006,-97.698709,78758
78751,Traffic Hazard,30.315267,-97.663566,78723
78741,Crash Urgent,30.198299,-97.684115,78719
78712,Crash Urgent,30.309344,-97.732708,78751
78742,LOOSE LIVESTOCK,30.285309,-97.577465,78724
78660,TRFC HAZD/ DEBRIS,30.419015,-97.427574,78615
78728,Crash Urgent,30.412959,-97.707305,78758
78722,Traffic Hazard,30.280862,-97.6764,78721
78748,Crash Service,30.173871,-97.816999,78748
78712,Crash Service,30.284889,-97.715443,78722
78742,COLLISION,30.182003,-97.540097,78617
78754,LOOSE LIVESTOCK,30.295858,-97.525278,78653
78703,COLLISN/ LVNG SCN,30.296586,-97.831768,78746
78749,COLLISION,30.262126,-97.8889,78735
78756,Traffic Hazard,30.324332,-97.725012,78752
78748,TRFC HAZD/ DEBRIS,30.140636,-97.828529,78652
78752,Traffic Hazard,30.328564,-97.655668,78724
78728,TRFC HAZD/ DEBRIS,30.420436,-97.632,78660
78749,Crash Urgent,30.233321,-97.874381,78749
78754,Crash Service,30.339876,-97.589963,78653
78712,Traffic Hazard,30.262737,-97.748028,78704
78751,Crash Urgent,30.31034,-97.70845,78723
78712,Crash Urgent,30.27601,-97.743709,78701
78728,COLLISION,30.444454,-97.710076,78727
78728,Traffic Hazard,30.413567,-97.673653,78753
78741,LOOSE LIVESTOCK,30.187428,-97.694115,78744
78712,Traffic Hazard,30.282572,-97.703945,78721
78742,COLLISION WITH INJURY,30.248116,-97.579375,78725
78728,Traffic Hazard,30.419013,-97.659921,78660
78722,Crash Service,30.283063,-97.666207,78721
78741,Crash Urgent,30.203254,-97.775365,78745
78749,Traffic Hazard,30.221031,-97.836664,78749
78728,Crash Urgent,30.411851,-97.691585,78758
78757,Crash Urgent,30.375192,-97.719748,78758
78754,COLLISION,30.349244,-97.538675,78653
78730,Crash Urgent,30.394537,-97.845468,78726
78712,Crash Urgent,30.298214,-97.719294,78751
78733,TRFC HAZD/ DEBRIS,30.324806,-97.872271,78733
78728,COLLISION,30.449685,-97.657947,78660
78729,zSTALLED VEHICLE,30.40404,-97.74594,78759
78729,Crash Urgent,30.479892,-97.802163,78717
78741,Traffic Hazard,30.214044,-97.703876,78741
78701,Crash Urgent,30.253856,-97.703081,78702
