Camera ID,Location Name,Camera Status,Turn on Date,Camera Manufacturer,ATD Location ID,Landmark,Signal Engineer Area,Council District,Jurisdiction,Location Type,Primary St Segment ID,Cross St Segment ID,Primary Street Block,Primary Street,PRIMARY_ST_AKA,Cross Street Block,Cross Street,CROSS_ST_AKA,COA Intersection ID,Modified Date,Location,IP Comm Status,IP Comm Status Date and Time,Longitude,Latitude,Published Screenshots,Screenshot Address,Funding
13, RIVERSIDE DR / ROYAL CREST DR,TURNED_ON,11/16/2016,Spectra Enhanced,LOC16-001845,,SOUTHWEST,3,AUSTIN FULL PURPOSE,ROADWAY,,,1818, RIVERSIDE DR,,1401, ROYAL CREST DR,,5159157,11/19/2018 09:15:00 PM +0000,"(30.241785, -97.7282867)",ONLINE,01/09/2018 03:32:00 AM +0000,-97.7282867,30.241785,,http://162.89.13.145/CCTVImages/CCTV13.jpg,
14, OLTORF ST / PLEASANT VALLEY RD,TURNED_ON,11/16/2016,Spectra Enhanced,LOC16-004365,,SOUTHWEST,3,AUSTIN FULL PURPOSE,ROADWAY,,,2510, OLTORF ST,,2400, PLEASANT VALLEY RD,,5159261,11/19/2018 09:15:00 PM +0000,"(30.227459, -97.7277679)",ONLINE,05/19/2018 08:30:00 AM +0000,-97.7277679,30.227459,,http://162.89.13.145/CCTVImages/CCTV14.jpg,
25, AIRPORT BLVD / 51ST ST,TURNED_ON,11/16/2016,Spectra Enhanced,LOC16-000845,,NORTHEAST,9,AUSTIN FULL PURPOSE,ROADWAY,,,5100, AIRPORT BLVD,,806, 51ST ST,,5160367,11/19/2018 09:15:00 PM +0000,"(30.3120689, -97.7153397)",ONLINE,02/23/2018 03:30:00 PM +0000,-97.7153397,30.3120689,,http://162.89.13.145/CCTVImages/CCTV25.jpg,None Identified
26,IH 35 SVRD / ST JOHNS AVE (HOME DEPOT - DEPOT - WEST),REMOVED,10/02/2017,Axis,LOC16-007010,HOME DEPOT - DEPOT - WEST,NORTHEAST,4,AUSTIN FULL PURPOSE,ROADWAY,,,7200,IH 35 SVRD,,800, ST JOHNS AVE,,,11/19/2018 09:15:00 PM +0000,"(30.333519, -97.7025)",OFFLINE,08/15/2018 08:30:00 AM +0000,-97.7025,30.333519,,http://162.89.13.145/CCTVImages/CCTV26.jpg,None Identified
27,IH 35 SVRD / ST JOHNS AVE (HOME DEPOT - DEPOT - INTERIOR),REMOVED,10/02/2017,Axis,LOC16-007005,HOME DEPOT - DEPOT - INTERIOR,NORTHEAST,4,AUSTIN FULL PURPOSE,ROADWAY,,,7200,IH 35 SVRD,,800, ST JOHNS AVE,,,11/19/2018 09:15:00 PM +0000,"(30.333229, -97.701905)",OFFLINE,08/15/2018 08:30:00 AM +0000,-97.701905,30.333229,,http://162.89.13.145/CCTVImages/CCTV27.jpg,None Identified
28,IH 35 SVRD / ST JOHNS AVE (HOME DEPOT - DEPOT - EAST),REMOVED,10/02/2017,Axis,LOC16-007000,HOME DEPOT - DEPOT - EAST,NORTHEAST,4,AUSTIN FULL PURPOSE,ROADWAY,,,7200,IH 35 SVRD,,800, ST JOHNS AVE,,,11/19/2018 09:15:00 PM +0000,"(30.333052, -97.701398)",OFFLINE,08/14/2018 06:47:00 PM +0000,-97.701398,30.333052,,http://162.89.13.145/CCTVImages/CCTV28.jpg,None Identified
31, BARTON SPRINGS RD / RIVERSIDE DR (OTC - NORTHWEST),TURNED_ON,,Sarix,LOC16-006990,OTC - NORTHWEST,SOUTHWEST,9,AUSTIN FULL PURPOSE,ROADWAY,,,400, BARTON SPRINGS RD,,301, RIVERSIDE DR,,,11/19/2018 09:15:00 PM +0000,"(30.257478, -97.748989)",ONLINE,01/09/2018 03:32:00 AM +0000,-97.748989,30.257478,,http://162.89.13.145/CCTVImages/CCTV31.jpg,None Identified
17, SPICEWOOD SPRINGS RD / MOPAC EXPY SVRD,TURNED_ON,11/16/2016,Spectra Enhanced,LOC16-000485,,NORTHWEST,10,AUSTIN FULL PURPOSE,ROADWAY,,,3501, SPICEWOOD SPRINGS RD,,7740, MOPAC EXPY SVRD,,5156212,01/01/2019 09:45:00 AM +0000,"(30.3612633, -97.7452316)",ONLINE,01/01/2019 09:35:00 AM +0000,-97.7452316,30.3612633,,http://162.89.13.145/CCTVImages/CCTV17.jpg,
19, BRAKER LN / LAMAR BLVD,TURNED_ON,11/16/2016,Spectra Enhanced,LOC16-002300,,NORTHEAST,"7,4",AUSTIN FULL PURPOSE,BUILDING,,,700, BRAKER LN,,11300, LAMAR BLVD,,5163282,01/01/2019 09:45:00 AM +0000,"(30.3819351, -97.6863708)",ONLINE,01/01/2019 09:35:00 AM +0000,-97.6863708,30.3819351,,http://162.89.13.145/CCTVImages/CCTV19.jpg,None Identified
7, PEARCE LN / KELLAM RD,TURNED_ON,10/15/2016,Sarix,LOC16-000500,,SOUTHEAST,2,AUSTIN 2 MILE ETJ,ROADWAY,,,13400, PEARCE LN,,6001, KELLAM RD,,5168571,02/08/2019 09:45:00 AM +0000,"(30.163688, -97.611196)",ONLINE,02/08/2019 09:35:00 AM +0000,-97.611196,30.163688,,http://162.89.13.145/CCTVImages/CCTV7.jpg,
12, ROSS RD / SAINT THOMAS DR,TURNED_ON,11/16/2016,Spectra Enhanced,LOC16-004705,,SOUTHEAST,2,AUSTIN 2 MILE ETJ,ROADWAY,,,4500, ROSS RD,,12818, SAINT THOMAS DR,,5168394,02/08/2019 09:45:00 AM +0000,"(30.1783047, -97.6151962)",ONLINE,02/08/2019 09:35:00 AM +0000,-97.6151962,30.1783047,,http://162.89.13.145/CCTVImages/CCTV12.jpg,
30, 3RD ST / BOWIE ST (SPRING CONDOS - WEST),TURNED_ON,03/08/2018,Sarix,LOC16-006995,SPRING CONDOS - WEST,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,900, 3RD ST,,300, BOWIE ST,,,04/06/2019 08:45:00 AM +0000,"(30.268963, -97.754318)",ONLINE,04/06/2019 08:35:00 AM +0000,-97.754318,30.268963,,http://162.89.13.145/CCTVImages/CCTV30.jpg,None Identified
32, BARTON SPRINGS RD / RIVERSIDE DR (OTC - NORTHEAST),TURNED_ON,,Sarix,LOC16-006985,OTC - NORTHEAST,SOUTHWEST,9,AUSTIN FULL PURPOSE,ROADWAY,,,400, BARTON SPRINGS RD,,301, RIVERSIDE DR,,,11/19/2018 09:15:00 PM +0000,"(30.257391, -97.749041)",ONLINE,09/28/2018 08:30:00 AM +0000,-97.749041,30.257391,,http://162.89.13.145/CCTVImages/CCTV32.jpg,
37, LAMAR BLVD / SHOAL CREEK BLVD (LAMAR / 27TH),TURNED_ON,,Sarix,LOC16-006965,LAMAR / 27TH,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,2601, LAMAR BLVD,,2710, SHOAL CREEK BLVD,,,11/19/2018 09:15:00 PM +0000,"(30.292496, -97.747347)",ONLINE,06/19/2018 08:30:00 AM +0000,-97.747347,30.292496,,http://162.89.13.145/CCTVImages/CCTV37.jpg,
54, TOOMEY RD / JESSIE ST (ATD TOOMEY PARKING LOT),TURNED_ON,,Sarix,LOC16-006890,ATD TOOMEY PARKING LOT,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,1500, TOOMEY RD,,301, JESSIE ST,,,11/19/2018 09:15:00 PM +0000,"(30.263474, -97.758894)",ONLINE,09/21/2018 08:30:00 AM +0000,-97.758894,30.263474,,http://162.89.13.145/CCTVImages/CCTV54.jpg,None Identified
55,FM 973 RD / PEARCE LN,TURNED_ON,,Sarix,LOC16-005240,,SOUTHEAST,2,AUSTIN FULL PURPOSE,ROADWAY,,,4700,FM 973 RD,,10800, PEARCE LN,,5166703,11/19/2018 09:15:00 PM +0000,"(30.18069517, -97.64674967)",ONLINE,01/09/2018 03:32:00 AM +0000,-97.64674967,30.18069517,,http://162.89.13.145/CCTVImages/CCTV55.jpg,
63, LAVACA ST / MARTIN LUTHER KING JR BLVD,TURNED_ON,,Sarix,LOC16-000115,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,1800, LAVACA ST,,301, MARTIN LUTHER KING JR BLVD,,5157273,11/19/2018 09:15:00 PM +0000,"(30.2813282, -97.740509)",ONLINE,01/09/2018 03:32:00 AM +0000,-97.740509,30.2813282,,http://162.89.13.145/CCTVImages/CCTV63.jpg,
64, MARTIN LUTHER KING JR BLVD / CONGRESS AVE,TURNED_ON,10/09/2017,Sarix,LOC16-000120,,CENTRAL,"1,9",AUSTIN FULL PURPOSE,ROADWAY,,,100, MARTIN LUTHER KING JR BLVD,,1800, CONGRESS AVE,,5157629,11/19/2018 09:15:00 PM +0000,"(30.2806873, -97.7381058)",ONLINE,01/09/2018 03:32:00 AM +0000,-97.7381058,30.2806873,,http://162.89.13.145/CCTVImages/CCTV64.jpg,None Identified
65, MARTIN LUTHER KING JR BLVD / TRINITY ST,TURNED_ON,,Sarix,LOC16-000130,,CENTRAL,1,AUSTIN FULL PURPOSE,ROADWAY,,,312, MARTIN LUTHER KING JR BLVD,,1900, TRINITY ST,,5158219,11/19/2018 09:15:00 PM +0000,"(30.2796383, -97.7345123)",ONLINE,06/05/2018 08:30:00 AM +0000,-97.7345123,30.2796383,,http://162.89.13.145/CCTVImages/CCTV65.jpg,
66, MARTIN LUTHER KING JR BLVD / RED RIVER ST,TURNED_ON,,Sarix,LOC16-000135,,CENTRAL,1,AUSTIN FULL PURPOSE,ROADWAY,,,400, MARTIN LUTHER KING JR BLVD,,1900, RED RIVER ST,,5158551,11/19/2018 09:15:00 PM +0000,"(30.2789745, -97.732193)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.732193,30.2789745,,http://162.89.13.145/CCTVImages/CCTV66.jpg,
67, MARTIN LUTHER KING JR BLVD / 35 SVRD,TURNED_ON,,Sarix,LOC16-000170,,CENTRAL,1,AUSTIN FULL PURPOSE,ROADWAY,,,600, MARTIN LUTHER KING JR BLVD,,1900,IH 35 SVRD,,5158756,11/19/2018 09:15:00 PM +0000,"(30.2785587, -97.730484)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.730484,30.2785587,,http://162.89.13.145/CCTVImages/CCTV67.jpg,
50, CESAR CHAVEZ ST / BRAZOS ST (BRAZOS GARAGE),TURNED_ON,,Axis,LOC16-006910,BRAZOS GARAGE,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,100, CESAR CHAVEZ ST,,100, BRAZOS ST,,5256923,12/19/2018 08:11:00 PM +0000,"(30.263094, -97.743067)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.743067,30.263094,,http://162.89.13.145/CCTVImages/CCTV50.jpg,None Identified
33, SAN JACINTO BLVD / 7TH ST (OMNI - SOUTHWEST),TURNED_ON,,Sarix,LOC16-006980,OMNI - SOUTHWEST,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,700, SAN JACINTO BLVD,,200, 7TH ST,,,12/21/2018 09:45:00 AM +0000,"(30.268688, -97.740692)",ONLINE,12/21/2018 09:35:00 AM +0000,-97.740692,30.268688,,http://162.89.13.145/CCTVImages/CCTV33.jpg,None Identified
57, GUADALUPE ST / LAMAR BLVD,TURNED_ON,,Sarix,LOC16-000005,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,4700, GUADALUPE ST,,4701, LAMAR BLVD,,5158418,01/01/2019 09:45:00 AM +0000,"(30.3166466, -97.7322464)",ONLINE,01/01/2019 09:35:00 AM +0000,-97.7322464,30.3166466,,http://162.89.13.145/CCTVImages/CCTV57.jpg,
58, KOENIG LN / LAMAR BLVD,TURNED_ON,,Sarix,LOC16-000020,,NORTHEAST,"7,4",AUSTIN FULL PURPOSE,ROADWAY,,,600, KOENIG LN,,5630, LAMAR BLVD,,5159119,01/01/2019 09:45:00 AM +0000,"(30.325943, -97.7263336)",ONLINE,01/01/2019 09:35:00 AM +0000,-97.7263336,30.325943,,http://162.89.13.145/CCTVImages/CCTV58.jpg,
59, AIRPORT BLVD / LAMAR BLVD,TURNED_ON,,Sarix,LOC16-000040,,NORTHEAST,"7,4",AUSTIN FULL PURPOSE,ROADWAY,,,7001, AIRPORT BLVD,,7001, LAMAR BLVD,,5159899,01/01/2019 09:45:00 AM +0000,"(30.3376293, -97.7188721)",ONLINE,01/01/2019 09:35:00 AM +0000,-97.7188721,30.3376293,,http://162.89.13.145/CCTVImages/CCTV59.jpg,
61, GUADALUPE ST / MARTIN LUTHER KING JR BLVD,TURNED_ON,,Sarix,LOC16-000110,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,1900, GUADALUPE ST,,401, MARTIN LUTHER KING JR BLVD,,5157068,03/01/2019 09:45:00 AM +0000,"(30.2817326, -97.7419281)",ONLINE,03/01/2019 09:35:00 AM +0000,-97.7419281,30.2817326,,http://162.89.13.145/CCTVImages/CCTV61.jpg,None Identified
51, CONGRESS AVE / 2ND ST (AUSTONIAN - SOUTHWEST),TURNED_ON,,Axis,LOC16-006905,AUSTONIAN - SOUTHWEST,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,200, CONGRESS AVE,,101, 2ND ST,,,04/07/2019 08:45:00 AM +0000,"(30.264593, -97.744895)",OFFLINE,04/07/2019 08:35:00 AM +0000,-97.744895,30.264593,,http://162.89.13.145/CCTVImages/CCTV51.jpg,None Identified
52, CONGRESS AVE / 2ND ST (AUSTONIAN - NORTHWEST),TURNED_ON,,Axis,LOC16-006900,AUSTONIAN - NORTHWEST,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,200, CONGRESS AVE,,101, 2ND ST,,,04/07/2019 08:45:00 AM +0000,"(30.264923, -97.744886)",OFFLINE,04/07/2019 08:35:00 AM +0000,-97.744886,30.264923,,http://162.89.13.145/CCTVImages/CCTV52.jpg,None Identified
68, GUADALUPE ST / 21ST ST,TURNED_ON,,Sarix,LOC16-000180,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,2100, GUADALUPE ST,,401, 21ST ST,,5157063,11/19/2018 09:15:00 PM +0000,"(30.2837963, -97.7419052)",ONLINE,03/21/2018 01:30:00 PM +0000,-97.7419052,30.2837963,,http://162.89.13.145/CCTVImages/CCTV68.jpg,None Identified
71, 38TH ST / GUADALUPE ST,TURNED_ON,,Sarix,LOC16-000235,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,600, 38TH ST,,3800, GUADALUPE ST,,5157521,11/19/2018 09:15:00 PM +0000,"(30.302742, -97.7381439)",ONLINE,05/30/2018 08:30:00 AM +0000,-97.7381439,30.302742,,http://162.89.13.145/CCTVImages/CCTV71.jpg,
72, GUADALUPE ST / 45TH ST,TURNED_ON,,Sarix,LOC16-000245,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,4482, GUADALUPE ST,,501, 45TH ST,,5158333,11/19/2018 09:15:00 PM +0000,"(30.3108425, -97.7329788)",ONLINE,03/24/2018 01:30:00 PM +0000,-97.7329788,30.3108425,,http://162.89.13.145/CCTVImages/CCTV72.jpg,
74, DEAN KEETON ST / SAN JACINTO BLVD,TURNED_ON,,Sarix,LOC16-000265,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,400, DEAN KEETON ST,,2600, SAN JACINTO BLVD,,5158159,11/19/2018 09:15:00 PM +0000,"(30.2893162, -97.7346115)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7346115,30.2893162,,http://162.89.13.145/CCTVImages/CCTV74.jpg,
77, RED RIVER ST / 38TH HALF ST,TURNED_ON,,Sarix,LOC16-000335,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,3808, RED RIVER ST,,800, 38TH HALF ST,,5159542,11/19/2018 09:15:00 PM +0000,"(30.2965431, -97.7231445)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7231445,30.2965431,,http://162.89.13.145/CCTVImages/CCTV77.jpg,
78, DEAN KEETON ST / RED RIVER ST,TURNED_ON,,Sarix,LOC16-000345,,CENTRAL,"1,9",AUSTIN FULL PURPOSE,ROADWAY,,,928, DEAN KEETON ST,,2200, RED RIVER ST,,5159198,11/19/2018 09:15:00 PM +0000,"(30.2871666, -97.7267456)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7267456,30.2871666,,http://162.89.13.145/CCTVImages/CCTV78.jpg,
79, RED RIVER ST / CLYDE LITTLEFIELD DR,TURNED_ON,08/03/2017,Sarix,LOC16-000350,,CENTRAL,1,AUSTIN FULL PURPOSE,ROADWAY,,,2000, RED RIVER ST,,700, CLYDE LITTLEFIELD DR,,5159062,11/19/2018 09:15:00 PM +0000,"(30.2832279, -97.7279663)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7279663,30.2832279,,http://162.89.13.145/CCTVImages/CCTV79.jpg,None Identified
89, 38TH ST / LAMAR BLVD,TURNED_ON,,Sarix,LOC16-000510,,CENTRAL,"10,9",AUSTIN FULL PURPOSE,ROADWAY,,,1000, 38TH ST,,3800, LAMAR BLVD,,5156777,11/19/2018 09:15:00 PM +0000,"(30.3051968, -97.7430496)",ONLINE,04/15/2018 08:30:00 AM +0000,-97.7430496,30.3051968,,http://162.89.13.145/CCTVImages/CCTV89.jpg,
90, LAMAR BLVD / 29TH ST,TURNED_ON,,Sarix,LOC16-000525,,CENTRAL,"10,9",AUSTIN FULL PURPOSE,ROADWAY,,,2900, LAMAR BLVD,,1001, 29TH ST,,5155961,11/19/2018 09:15:00 PM +0000,"(30.2981358, -97.7484741)",ONLINE,04/15/2018 08:30:00 AM +0000,-97.7484741,30.2981358,,http://162.89.13.145/CCTVImages/CCTV90.jpg,
92, LAMAR BLVD / 24TH ST,TURNED_ON,,Sarix,LOC16-000535,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,2300, LAMAR BLVD,,1301, 24TH ST,,5155404,11/19/2018 09:15:00 PM +0000,"(30.2885342, -97.7527695)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7527695,30.2885342,,http://162.89.13.145/CCTVImages/CCTV92.jpg,
93, LAMAR BLVD / MARTIN LUTHER KING JR BLVD,TURNED_ON,,Sarix,LOC16-000545,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,1900, LAMAR BLVD,,1109, MARTIN LUTHER KING JR BLVD,,5155501,11/19/2018 09:15:00 PM +0000,"(30.2836018, -97.7520752)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7520752,30.2836018,,http://162.89.13.145/CCTVImages/CCTV93.jpg,
94, LAMAR BLVD / 12TH ST,TURNED_ON,,Sarix,LOC16-000575,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,1200, LAMAR BLVD,,1001, 12TH ST,,5155626,11/19/2018 09:15:00 PM +0000,"(30.2768974, -97.7513962)",ONLINE,06/27/2018 08:30:00 AM +0000,-97.7513962,30.2768974,,http://162.89.13.145/CCTVImages/CCTV94.jpg,None Identified
95, 6TH ST / LAMAR BLVD,TURNED_ON,,Sarix,LOC16-000585,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,900, 6TH ST,,500, LAMAR BLVD,,5155322,11/19/2018 09:15:00 PM +0000,"(30.2715378, -97.7539673)",ONLINE,01/09/2018 03:32:00 AM +0000,-97.7539673,30.2715378,,http://162.89.13.145/CCTVImages/CCTV95.jpg,
96, 5TH ST / LAMAR BLVD,TURNED_ON,09/27/2017,Advidia,LOC16-000590,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,926, 5TH ST,,500, LAMAR BLVD,,5155253,11/19/2018 09:15:00 PM +0000,"(30.2702904, -97.7546005)",ONLINE,02/23/2018 03:30:00 PM +0000,-97.7546005,30.2702904,,http://162.89.13.145/CCTVImages/CCTV96.jpg,None Identified
101, BARTON SPRINGS RD / AZIE MORTON RD,TURNED_ON,09/27/2017,Sarix,LOC16-000645,,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,1901, BARTON SPRINGS RD,,401, AZIE MORTON RD,,5153923,11/19/2018 09:15:00 PM +0000,"(30.2647686, -97.7649841)",ONLINE,01/09/2018 03:32:00 AM +0000,-97.7649841,30.2647686,,http://162.89.13.145/CCTVImages/CCTV101.jpg,None Identified
102, CONGRESS AVE / BARTON SPRINGS RD,TURNED_ON,,Sarix,LOC16-000655,,SOUTHWEST,9,AUSTIN FULL PURPOSE,ROADWAY,,,300, CONGRESS AVE,,101, BARTON SPRINGS RD,,5156502,11/19/2018 09:15:00 PM +0000,"(30.2591114, -97.7461395)",ONLINE,08/25/2018 08:30:00 AM +0000,-97.7461395,30.2591114,,http://162.89.13.145/CCTVImages/CCTV102.jpg,
69, GUADALUPE ST / 24TH ST,TURNED_ON,,Sarix,LOC16-000195,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,2400, GUADALUPE ST,,401, 24TH ST,,5157100,03/01/2019 09:45:00 AM +0000,"(30.2877197, -97.7415466)",ONLINE,03/01/2019 09:35:00 AM +0000,-97.7415466,30.2877197,,http://162.89.13.145/CCTVImages/CCTV69.jpg,None Identified
73, MARTIN LUTHER KING JR BLVD / CHESTNUT AVE,TURNED_ON,,Sarix,LOC16-000255,,NORTHEAST,1,AUSTIN FULL PURPOSE,ROADWAY,,,2300, MARTIN LUTHER KING JR BLVD,,1900, CHESTNUT AVE,,5160241,03/10/2019 08:45:00 AM +0000,"(30.2804375, -97.7172699)",ONLINE,03/10/2019 08:35:00 AM +0000,-97.7172699,30.2804375,,http://162.89.13.145/CCTVImages/CCTV73.jpg,
80, ANDERSON LN / BURNET RD,TURNED_ON,,Sarix,LOC16-000385,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,2300, ANDERSON LN,,7900, BURNET RD,,5158455,03/21/2019 08:45:00 AM +0000,"(30.3561535, -97.730896)",ONLINE,03/21/2019 08:35:00 AM +0000,-97.730896,30.3561535,,http://162.89.13.145/CCTVImages/CCTV80.jpg,
103, CONGRESS AVE / LIVE OAK ST,TURNED_ON,,Sarix,LOC16-000705,,SOUTHWEST,9,AUSTIN FULL PURPOSE,ROADWAY,,,2109, CONGRESS AVE,,100, LIVE OAK ST,,5155594,11/19/2018 09:15:00 PM +0000,"(30.2418518, -97.7525253)",ONLINE,10/17/2018 08:30:00 AM +0000,-97.7525253,30.2418518,,http://162.89.13.145/CCTVImages/CCTV103.jpg,
104, CONGRESS AVE / OLTORF ST,TURNED_ON,,Sarix,LOC16-000710,,SOUTHWEST,"3,9",AUSTIN FULL PURPOSE,ROADWAY,,,2300, CONGRESS AVE,,101, OLTORF ST,,5155470,11/19/2018 09:15:00 PM +0000,"(30.23876, -97.7535172)",ONLINE,10/17/2018 08:30:00 AM +0000,-97.7535172,30.23876,,http://162.89.13.145/CCTVImages/CCTV104.jpg,
105, OLTORF ST / 1ST ST,TURNED_ON,,Sarix,LOC16-000720,,SOUTHWEST,"3,9",AUSTIN FULL PURPOSE,ROADWAY,,,600, OLTORF ST,,2301, 1ST ST,,5154726,11/19/2018 09:15:00 PM +0000,"(30.2421112, -97.7596207)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7596207,30.2421112,,http://162.89.13.145/CCTVImages/CCTV105.jpg,
106, CESAR CHAVEZ ST / LAVACA ST,TURNED_ON,,Sarix,LOC16-000735,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,300, CESAR CHAVEZ ST,,100, LAVACA ST,,5156353,11/19/2018 09:15:00 PM +0000,"(30.2640705, -97.7469406)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7469406,30.2640705,,http://162.89.13.145/CCTVImages/CCTV106.jpg,
110, AIRPORT BLVD / SPRINGDALE RD,TURNED_ON,,Sarix,LOC16-000795,,NORTHEAST,3,AUSTIN FULL PURPOSE,ROADWAY,,,1119, AIRPORT BLVD,,1000, SPRINGDALE RD,,5162623,11/19/2018 09:15:00 PM +0000,"(30.2656097, -97.6955109)",ONLINE,11/18/2018 09:35:00 AM +0000,-97.6955109,30.2656097,,http://162.89.13.145/CCTVImages/CCTV110.jpg,None Identified
112, AIRPORT BLVD / 45TH ST,TURNED_ON,,Sarix,LOC16-000840,,NORTHEAST,9,AUSTIN FULL PURPOSE,ROADWAY,,,4506, AIRPORT BLVD,,1028, 45TH ST,,5160322,11/19/2018 09:15:00 PM +0000,"(30.3036251, -97.7159805)",ONLINE,02/27/2018 03:30:00 PM +0000,-97.7159805,30.3036251,,http://162.89.13.145/CCTVImages/CCTV112.jpg,None Identified
114, LAMAR BLVD / LAMAR BLVD SVRD (BRODIE OAKS SHOPPING CENTER),TURNED_ON,,Sarix,LOC16-000910,BRODIE OAKS SHOPPING CENTER,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,3802, LAMAR BLVD,,4101, LAMAR BLVD SVRD,,5151029,11/19/2018 09:15:00 PM +0000,"(30.2362595, -97.7925873)",ONLINE,11/07/2018 09:35:00 AM +0000,-97.7925873,30.2362595,,http://162.89.13.145/CCTVImages/CCTV114.jpg,
116, MANCHACA RD / WILLIAM CANNON DR,TURNED_ON,,Sarix,LOC16-000960,,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,6800, MANCHACA RD,,2000, WILLIAM CANNON DR,,5149842,11/19/2018 09:15:00 PM +0000,"(30.2029133, -97.8069077)",ONLINE,11/07/2018 09:35:00 AM +0000,-97.8069077,30.2029133,,http://162.89.13.145/CCTVImages/CCTV116.jpg,
117, MANCHACA RD / SLAUGHTER LN,TURNED_ON,01/30/2018,Advidia,LOC16-000975,,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,9614, MANCHACA RD,,2001, SLAUGHTER LN,,5148563,11/19/2018 09:15:00 PM +0000,"(30.1737366, -97.8237305)",ONLINE,11/07/2018 09:35:00 AM +0000,-97.8237305,30.1737366,,http://162.89.13.145/CCTVImages/CCTV117.jpg,None Identified
118, SLAUGHTER LN / 1ST ST,TURNED_ON,,Sarix,LOC16-001010,,SOUTHWEST,"5,2",AUSTIN FULL PURPOSE,ROADWAY,,,600, SLAUGHTER LN,,8901, 1ST ST,,5150579,11/19/2018 09:15:00 PM +0000,"(30.1724548, -97.7995529)",ONLINE,03/30/2018 08:30:00 AM +0000,-97.7995529,30.1724548,,http://162.89.13.145/CCTVImages/CCTV118.jpg,None Identified
120, 15TH ST / CONGRESS AVE,TURNED_ON,,Sarix,LOC16-001090,,CENTRAL,1,AUSTIN FULL PURPOSE,ROADWAY,,,100, 15TH ST,,1500, CONGRESS AVE,,5157428,11/19/2018 09:15:00 PM +0000,"(30.2769184, -97.7394943)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7394943,30.2769184,,http://162.89.13.145/CCTVImages/CCTV120.jpg,
122, 15TH ST / RED RIVER ST,TURNED_ON,,Sarix,LOC16-001105,,CENTRAL,1,AUSTIN FULL PURPOSE,ROADWAY,,,400, 15TH ST,,1500, RED RIVER ST,,5158186,11/19/2018 09:15:00 PM +0000,"(30.2756176, -97.734848)",ONLINE,09/08/2018 08:30:00 AM +0000,-97.734848,30.2756176,,http://162.89.13.145/CCTVImages/CCTV122.jpg,
123, 15TH ST / 35 SVRD,TURNED_ON,,Sarix,LOC16-001115,,CENTRAL,1,AUSTIN FULL PURPOSE,ROADWAY,,,800, 15TH ST,,1500,IH 35 SVRD,,5158612,11/19/2018 09:15:00 PM +0000,"(30.2747765, -97.7317581)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7317581,30.2747765,,http://162.89.13.145/CCTVImages/CCTV123.jpg,
